procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 481536 228982720 2976480 268275456    0    0     0    68 21994 11704  2  1 97  0  0
 1  0 481536 228926976 2976480 268308352    0    0     0   116 21651 10647  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 481536 228891696 2976480 268351232    0    0     0   100 27777 43344  1  1 97  0  0
 2  0 481536 228886608 2976480 268325024    0    0     0   100 10514 12904  1  0 98  0  0
 2  0 481536 228905520 2976480 268332896    0    0     0   800 17168 16088  1  1 98  0  0
 1  0 481536 228907504 2976480 268341088    0    0     0    88 15045 10386  1  0 98  0  0
 2  0 481536 228922400 2976480 268351296    0    0     0   348 16547 13792  1  1 98  0  0
12  0 481536 229140544 2976480 268139584    0    0     0    96 22745 35688  1  1 98  0  0
 2  0 481536 229114992 2976480 268180064    0    0     0    80 24972 20390  1  1 98  0  0
 2  0 481536 229086784 2976480 268216512    0    0     0    80 17593 8693  1  1 99  0  0
 2  0 481536 229026528 2976480 268253760    0    0     0    80 23394 12685  1  1 98  0  0
 1  0 481536 229008768 2976480 268302608    0    0     0   596 22795 12901  1  1 98  0  0
 1  0 481536 228956336 2976480 268332928    0    0     0   100 20001 12656  1  1 98  0  0
 1  0 481536 228961888 2976480 268351376    0    0     0    96 15617 18901  1  1 98  0  0
 1  0 481536 228979520 2976480 268330832    0    0     0    88 14779 14822  1  1 98  0  0
 2  0 481536 228985680 2976480 268339040    0    0     0   100 15769 11198  1  0 98  0  0
 1  0 481536 228965952 2976480 268347264    0    0     0   316 15824 13065  1  0 98  0  0
 2  0 481536 229170752 2976480 268131440    0    0     0   600 19867 37969  1  1 98  0  0
 3  0 481536 229116784 2976480 268161728    0    0     0    72 21354 11223  1  1 98  0  0
 2  0 481536 229093680 2976480 268204560    0    0     0    84 23920 16103  1  1 98  0  0
 3  0 481536 229061200 2976480 268248608    0    0     0    92 18843 12822  1  1 98  0  0
 1  0 481536 229020096 2976480 268283824    0    0     0    88 24655 12767  1  1 98  0  0
 2  0 481536 229010576 2976480 268326912    0    0     0   624 23467 14068  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0 481536 228969840 2976480 268351392    0    0     0   200 18003 13327  1  1 98  0  0
 3  0 481536 229015312 2976480 268328704    0    0     0   100 15055 36209  2  1 98  0  0
 2  0 481536 229017504 2976480 268336992    0    0     0   104 17643 19824  1  1 98  0  0
 1  0 481536 229031424 2976480 268345184    0    0     0   100 16084 11835  1  0 98  0  0
 2  0 481536 229254288 2976480 268107440    0    0     0   368 14796 13280  1  1 98  0  0
10  0 481536 229199472 2976480 268156048    0    0     0   448 22047 11908  1  1 98  0  0
 3  0 481536 229171808 2976480 268193696    0    0     0    76 19167 10465  1  1 98  0  0
 4  0 481536 229100288 2976480 268229376    0    0     0    92 23712 17681  1  1 98  0  0
 2  0 481536 229043328 2976480 268282192    0    0     0    84 20546 10626  1  1 98  0  0
 1  0 481536 228977024 2976480 268308784    0    0     0   124 23791 35775  1  1 98  0  0
 1  0 481536 228951312 2976480 268351424    0    0     0   600 24705 16043  1  1 98  0  0
 1  0 481536 228985424 2976480 268325216    0    0     0   100 10659 13193  1  0 98  0  0
 1  0 481536 229616080 2976480 268064512    0    0     0   100 14424 13089  1  1 98  0  0
 2  0 481536 230390832 2976480 268030784    0    0     0   100 13270 19747  1  1 98  0  0
 2  0 481536 230955392 2976480 268020480    0    0     0   696 14717 16369  1  1 98  0  0
 3  0 481536 230595104 2976480 268020480    0    0     0   392 10354 11739  1  1 98  0  0
 1  0 481536 230244224 2976480 268030720    0    0     0    76 10837 11489  1  1 98  0  0
 6  0 481536 229879744 2976480 268040960    0    0     0   344 9959 12794  0  1 98  0  0
 1  0 481536 229793536 2976480 268051200    0    0     0    76 13456 35356  1  1 98  0  0
 2  0 481536 229403136 2976480 268057248    0    0     0   100 12174 19854  1  1 98  0  0
 4  0 481536 229249232 2976480 268071568    0    0     0   148 22463 13998  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 481536 229215488 2976480 268088064    0    0     0   548 25854 15774  1  1 98  0  0
 1  0 481536 229226384 2976480 268096224    0    0     0   164 17147 12760  1  1 98  0  0
 3  0 481536 229235488 2976480 268104464    0    0     0    92 14909 11674  1  0 98  0  0
 2  0 481536 229240672 2976480 268114720    0    0     0    88 18675 36861  1  1 98  0  0
11  0 481536 229181584 2976480 268139680    0    0     0   156 17874 14609  1  1 98  0  0
 2  0 481536 229156304 2976480 268188496    0    0     0   588 21456 11963  1  1 98  0  0
 2  0 481536 229113152 2976480 268218864    0    0     0    88 18978 11465  1  1 98  0  0
 1  0 481536 229054176 2976480 268261776    0    0     0   100 24557 11415  1  1 98  0  0
 1  0 481536 229033760 2976480 268309936    0    0     0   100 21585 13215  1  1 98  0  0
 1  0 481536 228975456 2976480 268341136    0    0     0   128 23181 19608  1  1 98  0  0
 1  0 481536 228964640 2976480 268384224    0    0     0   732 26135 17597  1  1 98  0  0
 1  0 481536 228928384 2976480 268408704    0    0     0   100 17136 12367  1  1 98  0  0
 2  0 481536 228900496 2976480 268380480    0    0     0    92 11653 13039  1  0 98  0  0
 4  0 481536 228877328 2976480 268390224    0    0     0    80 14668 15541  1  1 98  0  0
 4  0 481536 228872832 2976480 268398416    0    0     0   104 15289 26434  1  1 98  0  0
 2  0 481536 228838560 2976480 268406608    0    0     0    72 15378 18211  1  1 98  0  0
 3  0 481536 229104224 2976480 268134672    0    0     0   296 16888 13039  1  1 98  0  0
 1  0 481536 229045728 2976480 268169840    0    0     0   540 23808 13595  1  1 98  0  0
 2  0 481536 228981280 2976480 268213024    0    0     0   100 29335 34990  2  1 96  0  0
 1  0 481536 228927344 2976480 268248992    0    0     0   100 19710 12181  1  1 98  0  0
 2  0 481536 228911168 2976480 268286272    0    0     0   132 23228 13050  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 481536 228856208 2976480 268345520    0    0     0   572 22957 22399  1  1 98  0  0
 3  0 481536 228850512 2976480 268365760    0    0     0   232 19875 11113  1  1 98  0  0
 4  0 481536 228834752 2976480 268408704    0    0     0    68 21474 9601  1  1 98  0  0
 2  0 481536 228857296 2976480 268408704    0    0     0    80 8953 10981  1  0 99  0  0
 3  0 481536 228886464 2976480 268386112    0    0     0   104 14548 10452  1  0 98  0  0
 1  0 481536 228884416 2976480 268394336    0    0     0    88 17140 19405  1  1 98  0  0
 2  0 481536 228855760 2976480 268404544    0    0     0   236 17358 12915  1  0 98  0  0
 1  0 481536 229130080 2976480 268115888    0    0     0   100 15624 13718  1  1 98  0  0
 1  0 481536 229115056 2976480 268164176    0    0     0   580 22665 14319  1  1 98  0  0
 6  0 481536 229036384 2976480 268194400    0    0     0   136 23464 22314  1  1 98  0  0
 3  0 481536 229015680 2976480 268237296    0    0     0    92 24392 25797  1  1 98  0  0
 2  0 481536 228983200 2976480 268283920    0    0     0   108 22339 19002  1  1 98  0  0
 2  0 481536 228936128 2976480 268316656    0    0     0    84 23771 35362  1  1 98  0  0
 7  0 481536 228915776 2976480 268359728    0    0     0   216 21334 9163  1  1 99  0  0
 2  0 481536 228866896 2976480 268396208    0    0     0    80 18505 10540  1  1 98  0  0
 2  0 481536 228883952 2976480 268408688    0    0     0   116 15057 12772  1  0 98  0  0
 1  0 481536 228893936 2976480 268384064    0    0     0   100 16912 17389  1  1 98  0  0
 2  0 481536 228827536 2976480 268392256    0    0     0   100 17618 18678  1  1 98  0  0
 2  0 481536 228838144 2976480 268402496    0    0     0   352 15127 12395  1  0 98  0  0
 1  0 481536 228987968 2976480 268275104    0    0     0    88 14681 10783  1  0 98  0  0
 4  0 481536 229116608 2976480 268145456    0    0     0   124 19168 12210  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 481536 229028384 2976480 268188448    0    0     0    88 23973 10251  1  1 98  0  0
 5  0 481536 229018224 2976480 268232480    0    0     0    92 20791 17898  1  1 98  0  0
 3  0 481536 228973632 2976480 268267696    0    0     0   228 22834 12253  1  1 98  0  0
 1  0 481536 228935280 2976480 268310960    0    0     0    76 23822 12552  1  1 98  0  0
 1  0 481536 228887488 2976480 268347392    0    0     0   136 19915 11934  1  1 98  0  0
 3  0 481536 228852800 2976480 268384240    0    0     0   252 25710 25231  1  1 98  0  0
11  0 481536 228793552 2976480 268408720    0    0     0    92 20270 46419  1  1 98  0  0
 2  0 481536 228835808 2976480 268382016    0    0     0   416 13782 18681  1  1 98  0  0
 1  0 481536 228804720 2976480 268390224    0    0     0   100 15955 12021  1  0 98  0  0
 5  0 481536 228815200 2976480 268398432    0    0     0   132 15021 11870  1  0 98  0  0
 2  1 481536 228843296 2976480 268408784    0    0     0   492 17061 14110  1  0 98  0  0
 6  0 481536 229131840 2976480 268139952    0    0     0   244 17186 11109  1  1 98  0  0
 2  0 481536 229090496 2976480 268176224    0    0     0    76 17616 9840  1  1 98  0  0
 1  0 481536 229057152 2976480 268215056    0    0     0    88 25191 19319  1  1 98  0  0
 1  0 481536 229019040 2976480 268262112    0    0     0   132 23245 11352  1  1 98  0  0
 4  0 481536 229010368 2976480 268298512    0    0     0   160 18383 10533  1  1 98  0  0
 1  0 481536 228974272 2976480 268335424    0    0     0   704 25077 14752  1  1 98  0  0
 1  0 481536 228901632 2976480 268392160    0    0     0   100 21022 11918  1  1 98  0  0
 5  0 481536 228890848 2976480 268408864    0    0     0   104 21537 14298  1  1 98  0  0
 2  0 481536 228922096 2976480 268380640    0    0     0    92 12103 18882  1  1 98  0  0
 2  0 481536 228909680 2976480 268388352    0    0     0   116 15760 12572  1  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 481536 228901616 2976480 268396512    0    0     0   280 17117 34255  1  1 98  0  0
 8  0 481536 228909952 2976480 268406752    0    0     0   500 17663 32196  1  1 98  0  0
 1  0 481536 229166144 2976480 268127680    0    0     0    88 15836 14974  1  1 98  0  0
 2  0 481536 229115584 2976480 268164160    0    0     0    96 24796 19334  1  1 98  0  0
 1  0 481536 229071680 2976480 268213200    0    0     0   112 22200 11351  1  1 98  0  0
 3  0 481536 229031152 2976480 268243360    0    0     0   100 21872 14642  1  1 98  0  0
 1  0 481536 229006336 2976480 268286480    0    0     0   660 26206 15051  1  1 98  0  0
 3  0 481536 228994544 2976480 268333120    0    0     0    92 20171 12895  1  1 98  0  0
 2  0 481536 228954768 2976480 268365824    0    0     0    88 21538 10953  1  1 98  0  0
 3  0 481536 228884672 2976480 268408896    0    0     0   136 24586 20303  1  1 98  0  0
 4  0 481536 228900288 2976480 268408896    0    0     0    80 9289 12741  1  0 98  0  0
 2  0 481536 228949168 2976480 268363840    0    0     0   740 10822 12527  1  1 98  0  0
 3  0 481536 229672432 2976480 268035328    0    0     0    80 10536 10167  1  1 98  0  0
 1  0 481536 230709392 2976480 268021152    0    0     0    88 13742 12468  1  1 98  0  0
 1  0 481536 231416256 2976480 268004576    0    0     0   452 15088 12971  1  1 99  0  0
 0  0 481536 231403504 2976480 268004544    0    0     0   132 15155 44291  1  1 98  0  0
 0  0 481536 231402688 2976480 268004544    0    0     0   604 10063 14382  1  0 99  0  0
 1  0 481536 231402816 2976480 268004544    0    0     0    92 8024 12050  0  0 99  0  0
 2  0 481536 231404176 2976480 268004544    0    0     0    88 10794 32917  1  1 99  0  0
11  0 481536 231380480 2976480 268004560    0    0     0   184 10597 15210  1  1 99  0  0
 4  0 481536 231383008 2976480 268004560    0    0     0   100 10767 20083  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 481536 231381856 2976480 268004544    0    0     0   532 8402 11459  1  0 99  0  0
 0  0 481536 231378768 2976480 268004560    0    0     0    88 8771 11823  1  0 99  0  0
 0  0 481536 231378608 2976480 268004560    0    0     0   100 8663 11239  1  0 99  0  0
 1  0 481536 231396128 2976480 268004560    0    0     0   100 9503 13073  1  0 99  0  0
 0  0 481536 231403712 2976480 268004560    0    0     0   100 8921 12161  1  0 99  0  0
 4  0 481536 231405312 2976480 268004576    0    0     0   344 12017 21075  1  1 99  0  0
 1  0 481536 231458496 2976480 268004576    0    0     0    88 9843 12340  1  0 99  0  0
 1  0 481536 231419824 2976480 268004672    0    0     0   464 11736 15730  1  0 99  0  0
 4  0 481536 231395760 2976480 268004704    0    0     0   216 8551 11680  0  0 99  0  0
 2  0 481536 231389616 2976480 268004576    0    0     0    60 9401 30985  1  1 99  0  0
 0  0 481536 231427456 2976480 268004560    0    0     0   104 8948 11239  1  0 99  0  0
